id,name,neighbourhood,latitude,longitude,room_type,property_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,host_is_superhost,instant_bookable
1010375066101030956,Entire Flat|Fenced Yard|Pet Friendly|Columbus,Neighborhood highlights,40.06495,-83.01256,Entire home/apt,Entire rental unit,107,30,5,0.25,176,t,f
1010745188662673741,Boho Home | Backyard | Garage | Columbus,Neighborhood highlights,40.04419,-82.99201,Entire home/apt,Entire home,103,30,10,0.46,177,t,f
1011026079111525894,Historic Home | German Village | Schiller Park,Neighborhood highlights,39.94391,-82.99008,Entire home/apt,Entire home,170,2,91,4.04,340,t,f
1013071520861370385,3BR Home | Short North | Huge Yard & Free Parking,Neighborhood highlights,39.98033,-83.00094,Entire home/apt,Entire home,206,2,52,2.3,50,t,f
1013199715209334308,"OSU/High St/Riverside, King Bed C, Memory Foam",Neighborhood highlights,40.012771371552624,-83.00693393,Private room,Private room in home,54,1,80,3.53,261,t,f
1013593143869389330,Kate’s Quaint Place - near airport!,Neighborhood highlights,39.98243,-82.93251,Private room,Private room in home,45,2,72,4.19,76,t,f
1013885252416005167,"Cozy Clintonville Cottage-near OSU-sleeps 6, pets!",Neighborhood highlights,40.0242189,-83.0120214,Entire home/apt,Entire home,173,1,74,3.44,339,t,f
1018254345364473380,Cozy Home: A Modern Luxe Getaway,Neighborhood highlights,39.9450358,-82.9565529,Entire home/apt,Entire home,123,2,54,2.63,107,t,f
1022352121310169036,"OSU/High St/Riverside, Queen Bed B, Memory Foam",Neighborhood highlights,40.01268350000001,-83.006884,Private room,Private room in home,54,1,74,3.27,270,t,f
1023247849940036238,Contemporary Downtown Condo,Neighborhood highlights,39.96676,-82.95868,Entire home/apt,Entire condo,95,30,5,0.23,269,t,f
1023326356984408752,German Village Gem: Cozy Luxury & Hot Tub Haven,Neighborhood highlights,39.95157,-82.9914,Entire home/apt,Entire home,228,1,88,3.87,300,t,f
1023559857080016093,Private Minimalist Queen Room mins to NCH & OSU,Neighborhood highlights,39.94727,-82.95662,Private room,Private room in home,36,30,17,0.77,365,t,t
1025587787558580894,"Affordable, Entire Home 2-BR w/ Office space",Neighborhood highlights,39.99395,-82.9643,Entire home/apt,Entire home,83,2,66,2.94,29,f,t
1026295083694267850,The Maynard Manor,Neighborhood highlights,40.01039,-83.00439,Entire home/apt,Entire home,185,1,24,1.13,350,f,t
1028299148230061484,Charming 2BR House Near DT Cbus W/Driveway + Patio,Neighborhood highlights,39.96138464739451,-82.97433285,Entire home/apt,Entire home,153,2,129,5.76,260,t,f
1028499663346119208,Calm Clean Stylish Multi-level House,Neighborhood highlights,39.95105,-82.90528,Entire home/apt,Entire home,221,1,14,0.66,173,t,f
1030039930904491020,The Bliss Lodge - Large House,Neighborhood highlights,39.9828975,-82.9661809,Entire home/apt,Entire home,117,30,3,0.22,361,f,t
1031414472613577486,C-bus cozy corner,Neighborhood highlights,39.957935,-82.9658049,Entire home/apt,Entire rental unit,74,2,53,2.47,159,f,f
1031948067039834799,An Urban Canopy Beautiful Private Short North Stay,Neighborhood highlights,39.97553,-83.01029,Entire home/apt,Entire home,150,30,4,0.36,29,f,f
1032032233114495990,4 Bedroom | Hosts 10 | Near OSU + Downtown CBUS,Neighborhood highlights,39.98901,-83.04282,Entire home/apt,Entire home,262,2,123,5.6,344,f,t
1032097923035397796,2 Bedroom | Hosts 7 | Near OSU + Downtown CBUS,Neighborhood highlights,39.98854,-83.04215,Entire home/apt,Entire home,127,2,96,4.47,346,f,t
1032115738396758169,2 Bedroom | Hosts 5 | Near OSU + Downtown CBUS,Neighborhood highlights,39.98737,-83.04232,Entire home/apt,Entire home,136,2,89,4.02,333,f,t
1032771043907309654,Shine Retreat - Private parking - Newly Reno - OSU,Neighborhood highlights,39.98851,-83.01416,Entire home/apt,Entire rental unit,113,2,59,2.64,168,f,t
1032896610708912618,Private Queen Star Room w/Bathroom mins to NCH/OSU,Neighborhood highlights,39.94605,-82.95654,Private room,Private room in home,45,30,22,1.02,365,t,t
1033928334130904857,The Cozy Italian Village Home : Business & Leisure,Neighborhood highlights,39.98518,-83.00321,Entire home/apt,Entire home,154,2,22,1.06,51,t,t
1034889928518600446,The Goodale House - 2 Units - 4 BR 5 Bath,Neighborhood highlights,39.9748239,-83.009485,Entire home/apt,Entire home,300,1,13,0.63,347,f,t
1036955093788118653,Vic Village Townhome,Neighborhood highlights,39.97944,-83.0118,Entire home/apt,Entire home,198,2,42,2.2,357,t,f
1042001009753226995,Brewery District Backyard Carriage House,Neighborhood highlights,39.94476,-82.99914,Entire home/apt,Entire guesthouse,186,2,33,1.52,335,t,f
1042946149352993217,OSU - Heart of Short North -STEPS from High ST-OSU,Neighborhood highlights,39.9815,-83.00343,Entire home/apt,Entire rental unit,67,2,69,3.33,173,f,t
1044241905275430236,Dream Stay on Tulane,Neighborhood highlights,40.0245,-83.01474,Entire home/apt,Entire rental unit,83,2,48,2.61,360,t,t
1045804234745941340,Bexley Park Modern Retreat House,Neighborhood highlights,39.9594885,-82.9226499,Entire home/apt,Entire home,162,3,66,3.12,236,t,t
1049321808426470650,Clintonville Ravine Nest - 1Bdrm w. Parking!,Neighborhood highlights,40.02459,-83.01533,Entire home/apt,Entire rental unit,98,2,19,1.05,331,t,t
1049942339875993839,Private Village Bungalow for 4,Neighborhood highlights,39.93582,-82.99072,Entire home/apt,Entire home,129,30,1,0.06,64,f,f
1050779434845417289,"Mediterranean Style Home Close to OSU, EXPO, DWNTN",Neighborhood highlights,39.99621,-82.99655,Entire home/apt,Entire townhouse,275,1,56,2.8,344,t,f
1050891506070222361,I Love Living in the City 4 Bed 2.5 Bathroom,Neighborhood highlights,39.97027,-82.97197,Entire home/apt,Entire home,95,30,1,0.75,286,f,f
1050943391481121624,Cozy and quiet historic home 1200,Neighborhood highlights,40.0029,-82.97524,Entire home/apt,Entire home,68,30,2,0.11,334,f,f
1050950163818205288,Jewel in Woodland Park 1630,Neighborhood highlights,39.97773,-82.95823,Entire home/apt,Entire home,88,30,1,0.07,330,f,f
1050958421410126392,101A 80 Governors place,Neighborhood highlights,39.96857,-82.96781,Entire home/apt,Entire rental unit,65,30,6,0.44,307,f,f
1051436118610544517,Modern 2 Bed Apartment in the Heart of Columbus,Neighborhood highlights,39.9998213,-82.9996407,Entire home/apt,Entire rental unit,135,1,51,2.54,84,f,t
1051508716679710617,Extended Stay Elegance for Eight,Neighborhood highlights,39.97094,-82.9733,Entire home/apt,Entire home,97,30,3,1.01,238,f,f
1052161408967761461,Holtz Häusle | Cozy Apartment in the Woods,Neighborhood highlights,40.04676,-83.01522,Entire home/apt,Entire guesthouse,180,2,91,4.3,318,f,f
1053696263915202142,Spacious - Pets Welcome- City View- Family Home,Neighborhood highlights,39.9727915,-82.9818493,Entire home/apt,Entire home,156,1,84,3.94,85,t,t
1055919542031086408,The Modern True Urban Loft—Downtown Columbus,Neighborhood highlights,39.9648135,-82.9982003,Entire home/apt,Entire rental unit,108,30,2,0.12,262,f,f
1061253621725360803,The Top of the Stairs: Chic Loft on 3rd Ave,Neighborhood highlights,39.98383,-83.00662,Entire home/apt,Entire loft,85,1,37,1.8,358,t,f
1063180941306645465,The Perfect Perch Over The Short North,Neighborhood highlights,39.97369,-83.00382,Entire home/apt,Entire rental unit,95,2,34,1.67,257,f,f
1063867934736203162,Secluded Ravine Retreat near OSU & Short North,Neighborhood highlights,40.02862,-83.00193,Entire home/apt,Entire home,240,2,52,2.9,229,t,f
1065195635345518376,Serenity & the City,Neighborhood highlights,39.96159,-82.9606,Entire home/apt,Entire home,100,2,26,1.28,113,t,f
1066038263128788988,Fancy retreat near Bridge Park: 3BR/2.5BA/2Car Gar,Neighborhood highlights,40.08412,-83.10871,Entire home/apt,Entire home,201,2,59,3.22,95,t,f
1067458948620354917,293) Perfect for larger groups!+HotTub!,Neighborhood highlights,39.95193,-82.97161,Entire home/apt,Entire home,206,3,9,0.71,303,f,t
1068874817068116201,3BR/1BA with Workspace Near Nationwide/Downtown,Neighborhood highlights,39.93343,-82.97081,Entire home/apt,Entire home,69,30,3,0.2,144,t,f
1069822385199293607,Modern Oasis in Columbus’ Top Neighborhood,Neighborhood highlights,39.93836,-82.99315,Entire home/apt,Entire home,79,1,75,3.87,322,t,f
1075324744999975064,Luxury 2-Bed in Grandview,Neighborhood highlights,39.9879922,-83.0333359,Entire home/apt,Entire rental unit,111,2,45,2.32,127,f,t
1075407513838638286,Near OSU 2 bed!,Neighborhood highlights,39.9998213,-82.9996407,Entire home/apt,Entire rental unit,86,2,38,1.99,170,f,t
1075408644092935137,2 Bedroom on 4th St and 15th Ave,Neighborhood highlights,39.9998213,-82.9996407,Entire home/apt,Entire rental unit,95,2,46,2.41,155,f,t
1076203600479969646,Chic | Trendy | Short North | Downtown Columbus,Neighborhood highlights,39.98235,-83.00481,Entire home/apt,Entire rental unit,201,2,63,3.14,241,t,t
1080358827134771209,Just listed! Two bedroom on OSU campus,Neighborhood highlights,39.9998213,-82.9996407,Entire home/apt,Entire rental unit,95,2,31,1.58,154,f,t
1080365860633776411,Luxury 2-Bed 2-Bath in Grandview,Neighborhood highlights,39.9871072,-83.0341657,Entire home/apt,Entire rental unit,109,2,54,2.8,153,f,t
1081286947929287594,Merion Village House Near Downtown,Neighborhood highlights,39.92791,-82.98915,Entire home/apt,Entire home,81,30,3,0.17,348,f,f
1081378780724668071,Independent   Private Bathroom,Neighborhood highlights,40.06213,-82.98454,Private room,Private room in home,45,4,9,0.61,75,t,f
1082742803974617989,Housepitality - The Mint Julep House,Neighborhood highlights,39.951832,-83.023621,Entire home/apt,Entire home,176,1,10,0.6,356,f,t
1082816364378752347,The Urban Roost - 2 BR 2 Bath 4 Beds,Neighborhood highlights,39.95372,-83.02169,Entire home/apt,Entire townhouse,156,1,16,0.9,269,f,t
1086938456692031355,Luxury Rose Manor - Perfect for Bachelorettes!,Neighborhood highlights,39.9789252,-83.0007382,Entire home/apt,Entire home,376,1,53,2.69,325,f,t
1086971444484268092,Short North Clubhouse w/Hot Tub! Free Parking!,Neighborhood highlights,39.9792205,-83.0016617,Entire home/apt,Entire home,374,1,62,3.13,330,f,t
1087920044712265035,Modern Luxury 4BR/3.5BA Oasis in Historic Old Town,Neighborhood highlights,39.9650775,-82.9620875,Entire home/apt,Entire home,212,1,17,0.87,108,f,t
1087932618843031801,Stylish 4BR in Merion Village PD,Neighborhood highlights,39.9345662,-82.9938205,Entire home/apt,Entire home,224,1,27,1.42,329,f,t
1089235368307641101,1mi to Nationwide | NEW |free parking,Neighborhood highlights,39.94554,-82.98482,Entire home/apt,Entire rental unit,66,30,2,0.11,146,t,f
1089866577152241887,Mozart Flat with Hot Tub! Free Parking!,Neighborhood highlights,39.9806612,-83.003593,Entire home/apt,Entire home,152,1,50,2.65,353,f,t
1089876562265305934,Moxie Flat / High Street / Free Parking!,Neighborhood highlights,39.9806612,-83.003593,Entire home/apt,Entire rental unit,121,1,19,1.03,358,f,t
1090520693342195530,Beautiful renovated ranch in Columbus,Neighborhood highlights,40.04047,-82.97415,Entire home/apt,Entire home,152,1,17,0.89,246,t,f
1092224182211603531,NEW | 1mi to Nationwide |KingBed,Neighborhood highlights,39.94562,-82.98477,Entire home/apt,Entire home,106,30,3,0.2,146,t,f
1092818521213610076,Boho Chic Studio by High St w/Parking & Wi-Fi,Neighborhood highlights,39.9978,-83.00415,Entire home/apt,Entire rental unit,77,1,44,2.39,212,f,t
1094307391940859931,8 Min to Convention Center | Work Travel | Unit A,Neighborhood highlights,39.9629955,-82.9730703,Entire home/apt,Entire townhouse,96,2,92,4.8,249,f,f
1094979131955261058,4 BD|Private Yard|Across from OSU East Hospital,Neighborhood highlights,39.97133,-82.96382,Entire home/apt,Entire home,134,30,2,0.12,178,t,f
1095005318117569665,Entire Home | Stylish | Backyard | Garage,Neighborhood highlights,39.93665,-82.9693,Entire home/apt,Entire home,133,30,1,0.42,328,t,f
1095587144709583406,Old Town East Luxury Escape,Neighborhood highlights,39.96486,-82.97502,Entire home/apt,Entire home,204,2,2,0.45,299,f,f
1099248356972880580,The Historic Frank Bonnet House | Pool Table!,Neighborhood highlights,39.96077,-82.98536,Entire home/apt,Entire home,163,2,47,2.46,56,t,f
1100750887807436806,Clintonville Comfort and Class,Neighborhood highlights,40.02224,-83.01169,Entire home/apt,Entire home,287,2,65,3.4,346,t,t
1101782132026407890,Stately 3BR Columbus Beauty,Neighborhood highlights,39.94993,-82.97141,Entire home/apt,Entire home,115,3,40,2.78,90,t,f
1106695262791044979,Sycamore I *3 EnSuites *Games *Free Parking *OSU,Neighborhood highlights,39.98421,-83.01204,Entire home/apt,Entire townhouse,246,2,48,2.56,243,t,f
1108710063946052187,Alexandria - OSU Home SOHUD/Clintonville,Neighborhood highlights,40.01354,-82.99719,Entire home/apt,Entire townhouse,200,2,40,2.22,354,t,f
1111082687550321260,Large Home with Guesthouse in the Brewery District,Neighborhood highlights,39.94479,-82.99902,Entire home/apt,Entire home,495,4,5,0.4,126,t,f
1114661656517782963,Patio | Walkable | Historic Area,Neighborhood highlights,39.94621,-82.99445,Entire home/apt,Entire townhouse,209,1,81,4.4,0,t,f
1115608318573213147,Jewel in Woodland Park 1632,Neighborhood highlights,39.97601,-82.95958,Entire home/apt,Entire home,84,30,3,0.24,330,f,f
1116576644957754074,Entire Apartment | Modern | Convenient | Columbus,Neighborhood highlights,39.95047,-82.96453,Entire home/apt,Entire rental unit,83,30,1,1,242,t,f
1118253371974524231,Walk to OSU: Relaxing Retreat with Hot Tub,Neighborhood highlights,39.9898466,-83.0043453,Entire home/apt,Entire home,268,2,58,3.28,308,t,f
1118253718638871277,Inviting 7 Bed Home with Hot Tub and Fire Pit,Neighborhood highlights,40.0158531,-82.9984294,Entire home/apt,Entire rental unit,326,2,18,1.17,184,t,f
1118253846571472862,Spacious 5-Bedroom Home with Hot Tub,Neighborhood highlights,40.0158522,-82.9984222,Entire home/apt,Entire rental unit,158,2,22,1.26,189,t,f
1125774497853637451,Historic Townhome | Private Patio | German Village,Neighborhood highlights,39.94619,-82.99515,Entire home/apt,Entire home,155,2,47,2.96,162,t,t
1126867157507091142,The Greenhouse,Neighborhood highlights,39.96089,-82.95419,Entire home/apt,Entire home,371,1,8,0.52,270,t,t
1131129270523786745,Amenity Filled Yard | Near OSU | Private Gym,Neighborhood highlights,39.98838,-83.00721,Entire home/apt,Entire home,199,2,54,3.05,349,t,f
1133227457017387668,"Ohio Hideaway Escape- Modern, 3BR, 3 TVs, Office",Neighborhood highlights,39.9526865,-82.9715567,Entire home/apt,Entire home,103,2,101,6.39,144,t,f
1135075225832304520,English Court Barcade,Neighborhood highlights,39.98983,-82.99635,Entire home/apt,Entire townhouse,133,2,29,1.71,353,t,f
1135741709960020512,French Court Barcade,Neighborhood highlights,39.99039,-82.99692,Entire home/apt,Entire townhouse,147,2,30,1.79,363,t,f
1142056791280024045,Neil Ave *Game Room *Free Parking *OSU 1/2mi,Neighborhood highlights,39.98494,-83.01269,Entire home/apt,Entire townhouse,457,2,49,2.88,236,t,f
1143470978415380888,Brand New | Fun Games | Comfy Beds,Neighborhood highlights,39.97047,-82.97477,Entire home/apt,Entire home,200,2,43,2.53,355,t,f
1146673756021949015,Indoor Fireplace | Smart Home | Private Patio,Neighborhood highlights,39.94435,-82.99604,Entire home/apt,Entire home,194,2,69,4.17,142,t,f
1146714891454689111,The Columbus Cape Cod Cottage | 1st Floor Beds!,Neighborhood highlights,40.06115,-83.00499,Entire home/apt,Entire home,109,2,17,1.25,113,t,f
1147278793992593659,Maria's Place - Private Westerville Home,Neighborhood highlights,40.09702,-82.85689,Entire home/apt,Entire home,141,30,4,0.28,276,f,f
1149349155506808412,"Miller Hideaway- Garage, EV Charging, Pets, Yard",Neighborhood highlights,39.9427983,-82.9619387,Entire home/apt,Entire home,103,2,79,4.98,145,t,f
1151607496751281412,Large Groups *GameRm *5Queens/1King *High St .2mi,Neighborhood highlights,39.97756,-82.99817,Entire home/apt,Entire home,410,2,23,1.52,194,t,f
1164735344757222661,338M | Live Like A Local! Gym +Coffee +Bar Onsite,Neighborhood highlights,39.95715,-83.00084,Entire home/apt,Entire rental unit,134,1,6,0.39,57,t,f
1164758473720244889,629M | Studio Suite w/ balcony | Downtown Columbus,Neighborhood highlights,39.9573,-83.00062,Entire home/apt,Entire rental unit,135,1,11,0.73,57,t,f
1166692340593595092,216B | Lux Studio Suite | Downtown Columbus,Neighborhood highlights,39.95772,-83.00038,Entire home/apt,Entire rental unit,134,1,5,0.35,57,t,f
1166754186223645403,"115B | DT Retreat | Onsite Bar, Coffee Shop & Gym!",Neighborhood highlights,39.95644,-82.99897,Entire home/apt,Entire rental unit,135,1,7,0.48,57,t,f
1167474746997318987,205B | Centrally Located City Escape | Onsite Gym!,Neighborhood highlights,39.95828,-83.00103,Entire home/apt,Entire rental unit,134,1,10,0.64,0,t,f
1167492925200225867,206B | Luxury Studio Suite | Downtown Columbus,Neighborhood highlights,39.95786,-82.99923,Entire home/apt,Entire rental unit,134,1,14,0.91,0,t,f
1167581901563187040,Vibrant Spacious BR | 6 mins to OSU-Short North-DT,Neighborhood highlights,40.00232,-82.99947,Private room,Private room in home,214,1,41,3.01,18,t,f
1167993090992042554,Charming Private Room Near OSU Campus and DT,Neighborhood highlights,40.00244,-82.99783,Private room,Private room in home,207,1,42,3.1,20,t,f
1168044323112796815,Chic | King Bed | Family Items & Games | Dogs ok,Neighborhood highlights,40.06852,-83.01831,Entire home/apt,Entire home,98,1,27,1.84,346,t,f
1168090646393992545,Chic Private BR mins from OSU Campus & Short North,Neighborhood highlights,40.0011,-82.99786,Private room,Private room in home,207,1,52,3.8,19,t,f
1168423093424207062,Urban Oasis: Stylish BR Near DT in Uni District!,Neighborhood highlights,40.00285,-82.99937,Private room,Private room in home,207,1,49,3.63,18,t,f
1171831744770698978,Fun upscale oasis w/hot tub near OSU & Short North,Neighborhood highlights,39.9898096,-83.0035547,Entire home/apt,Entire home,218,1,53,3.84,296,t,f
1171921801817699779,"Mins to OSU, Short North & DT | Stylish PVT Room",Neighborhood highlights,40.00219,-82.99747,Private room,Private room in home,207,1,25,1.88,22,t,f
1173363357848228894,Urban Oasis w/Hot Tub Near Downtown & Arena Dist.,Neighborhood highlights,39.9619749,-83.0430016,Entire home/apt,Entire home,154,1,64,4.64,319,t,f
1176903962096905557,Townhome | Backyard | Garage | Westerville,Neighborhood highlights,40.09484,-82.94363,Entire home/apt,Entire home,118,30,2,0.15,266,t,f
1177617872708799327,Columbus Music Box,Neighborhood highlights,39.955048,-82.9695141,Entire home/apt,Entire rental unit,145,1,5,0.55,358,f,t
1180074793966254053,The Village Townhouse - 3 Bedrooms w/ extra beds,Neighborhood highlights,39.98361,-83.01493,Entire home/apt,Entire townhouse,197,1,11,0.73,112,f,t
1181804886837937663,337M | Onsite Gym + Restaurant + Coffee Shop,Neighborhood highlights,39.95572,-83.00284,Entire home/apt,Entire rental unit,146,1,7,0.48,57,t,f
1183340654753793321,Escape 3BR w/ Hot Tub and BBQ,Neighborhood highlights,39.95630389999999,-83.1476251,Entire home/apt,Entire home,365,2,44,2.86,356,t,t
1184293168517432909,The Columbus Adventure,Neighborhood highlights,39.9912506,-82.9989797,Entire home/apt,Entire home,176,1,5,0.36,345,f,t
1186222762560291918,The Gahanna Haven | ~Attached Garage~ | No Steps!,Neighborhood highlights,40.06301,-82.84596,Entire home/apt,Entire rental unit,169,30,1,1,365,t,f
1187615375501011544,"Quiet 2BR House by Zoo, Dublin, Muirfield,",Neighborhood highlights,40.13376,-83.06831,Entire home/apt,Entire home,145,1,38,2.63,180,t,f
1189277415947391663,202B | Corner Studio Suite | Downtown Columbus,Neighborhood highlights,39.95755,-83.00046,Entire home/apt,Entire rental unit,138,1,10,0.72,0,t,f
1192354719479426931,Trendy Luxury-2BR-Location-5 Star-Clean-Spacious,Neighborhood highlights,39.97544,-83.00883,Entire home/apt,Entire townhouse,196,2,14,1,325,f,f
1192366944617552919,The Worthington - 3 BR and Parking,Neighborhood highlights,39.9912259,-83.0127826,Entire home/apt,Entire rental unit,156,1,11,0.79,300,t,t
1197291479305433521,The Yale Townhouse- 2 BR,Neighborhood highlights,39.9466125,-83.0291201,Entire home/apt,Entire rental unit,94,1,1,0.23,357,f,t
1197860391719184326,"Columbus Vacation Rental, 7 Mi to Downtown!",Neighborhood highlights,39.9499477,-82.8861638,Entire home/apt,Entire home,130,2,20,1.41,354,f,t
1203039800446873743,Walk to Football | Parking | Big Yard | Dogs OK!,Neighborhood highlights,39.99548,-82.99861,Entire home/apt,Entire home,344,1,58,4.38,212,t,f
1207883592502384018,3BR | 1BA | Townhouse | East Columbus,Neighborhood highlights,39.97619,-82.95779,Entire home/apt,Entire townhouse,95,30,1,0.31,363,t,f
1207952575164148611,Eldridge Echo R - 3BR|1BA|East Columbus,Neighborhood highlights,39.97632,-82.95756,Entire home/apt,Entire townhouse,95,30,1,0.27,268,t,f
1211084051402531958,Oasis on Ohio,Neighborhood highlights,39.94604,-82.97145,Entire home/apt,Entire home,108,30,1,0.08,332,f,f
1211633620001067902,Comfortable Stay | Zoo. Free Parking,Neighborhood highlights,40.11470168006489,-83.01533601,Private room,Room in hotel,104,1,244,18.77,177,t,t
1211633774265270778,Relaxing Journey | Botanical Gardens. Indoor Pool,Neighborhood highlights,40.114698157939934,-83.01534176,Private room,Room in hotel,108,1,94,7.21,169,t,t
1211789649301047145,Charming Ranch 3BR W/ Hot Tub & Ping Pong & BBQ,Neighborhood highlights,40.08307,-83.099,Entire home/apt,Entire home,408,2,49,3.58,363,t,t
1216487288725966148,Urban Retreat: Modern BR Close to DT & Short North,Neighborhood highlights,40.00232,-82.9973,Private room,Private room in home,207,1,47,3.39,23,t,f
1216602875297259508,Stylish BR mins from OSU Campus and Downtown,Neighborhood highlights,40.00294,-82.99933,Private room,Private room in home,207,1,24,1.74,25,t,f
1216922824790641275,Gleaming Private Bedroom in University District!,Neighborhood highlights,40.00112,-82.99908,Private room,Private room in home,207,1,36,2.62,27,t,f
1216986543875461169,"Chic Urban Stay: 6 Mins to OSU, Short North & DT",Neighborhood highlights,40.00214,-82.99706,Private room,Private room in home,207,1,36,2.67,22,t,f
1217290026808589357,6 mins to OSU-Short North-DT| Charming & Cozy BR,Neighborhood highlights,40.00153,-82.99882,Private room,Private room in home,207,1,57,4.16,28,t,f
1224588459165258772,"Sunny 4BR w/Fire Pit, BBQ, 30+ Day Stays, Near OSU",Neighborhood highlights,40.00913,-82.99738,Entire home/apt,Entire home,144,30,3,0.26,307,t,f
1227561801365293708,The Northtowne Getaway,Neighborhood highlights,40.0700423,-82.9621456,Entire home/apt,Entire home,136,1,18,1.36,363,f,f
1230010939284380986,The Artisan - An Atelier in Nature's Canopy,Neighborhood highlights,40.09085,-83.06289,Entire home/apt,Entire rental unit,128,2,53,4.21,342,t,f
1237665181175440281,The Cove: Wellness Retreat & Haven - Sleeps 10,Neighborhood highlights,39.9682881,-83.1600161,Entire home/apt,Entire home,192,1,40,4,237,t,f
1242004597386582785,Minutes to Arena District | Foosball + Game Area,Neighborhood highlights,39.9745938,-83.0103086,Entire home/apt,Entire home,204,1,48,3.85,87,t,f
1244198585672202193,The Pop Fusion Pad in Short North,Neighborhood highlights,39.975604,-83.001833,Entire home/apt,Entire home,149,1,14,1.57,331,f,f
1245140233983884772,The Indiana Stunner,Neighborhood highlights,40.0122939,-83.0015778,Entire home/apt,Entire home,162,1,13,1.14,355,f,f
1245684437430111756,*New* Cozy Home Away From Home,Neighborhood highlights,39.98217210903332,-83.09158054,Entire home/apt,Entire home,195,2,12,1.17,41,t,f
1248636809783094360,The Yellowstone - Private Home Near OSU,Neighborhood highlights,40.00982366038203,-83.00561486,Entire home/apt,Entire home,152,2,40,3.26,345,t,f
1249486992426739714,Southern Orchards Getaway,Neighborhood highlights,39.9451278,-82.9818776,Entire home/apt,Entire home,87,1,7,1,364,f,t
1252944433722579541,Wilber B - Victorian Village | Free Parking | OSU,Neighborhood highlights,39.9796456,-83.012582,Entire home/apt,Entire rental unit,100,30,2,0.23,280,t,f
1253813100537156503,Downtown Columbus | Sleeps 16 | Spacious + Arcades,Neighborhood highlights,39.94805632473943,-82.97987073,Entire home/apt,Entire condo,194,1,68,5.64,329,f,f
1257533994888718557,The Blue Door Townhouse—Short North/Italian Vill.,Neighborhood highlights,39.9774478,-83.0017023,Entire home/apt,Entire home,109,2,7,1,3,f,f
1262562023790342380,8 Mi to Downtown: Pet-Friendly Columbus Home,Neighborhood highlights,40.06676921471955,-82.92668072,Entire home/apt,Entire home,176,2,8,0.72,359,f,t
1262575446765673486,The Mohawk Masterpiece—German Village,Neighborhood highlights,39.9452992,-82.9926093,Entire home/apt,Entire home,88,2,16,1.43,9,f,t
1267538775362775509,Luxury 2-Bed in Grandview,Neighborhood highlights,39.9879922,-83.0333359,Entire home/apt,Entire townhouse,106,2,21,3.01,211,f,t
1267546891611835367,Stylish 2 bedroom with Pool and Hot Tub,Neighborhood highlights,39.9880784,-83.0325291,Entire home/apt,Entire rental unit,110,2,35,3.67,148,f,t
1267563348061515928,Luxury 2 Bed with a loft,Neighborhood highlights,39.9880784,-83.0325291,Entire home/apt,Entire rental unit,107,2,28,3.12,161,f,t
1268127561700560558,Happily Ever Astor - Modern|Ranch|Patio|Garage,Neighborhood highlights,39.95190138041159,-82.91904344,Entire home/apt,Entire home,120,30,1,0.1,354,t,f
1268167027898787627,Stylish 2 Bedroom With Pool,Neighborhood highlights,39.9880784,-83.0325291,Entire home/apt,Entire townhouse,105,2,38,4.09,151,f,t
1273261612848855504,7 Bed - Urban Hot Tub Oasis near OSU & Short North,Neighborhood highlights,39.9887632,-83.0035405,Entire home/apt,Entire home,237,1,35,3.48,321,t,f
1274022336682983820,Pro Designed | King Bed | Fireplace | Dogs OK,Neighborhood highlights,40.07022,-83.01839,Entire home/apt,Entire home,106,2,30,2.69,360,t,f
1274957651972422643,Harrison West Brick| 5 BR w/ extra beds,Neighborhood highlights,39.9836772,-83.0149655,Entire home/apt,Entire townhouse,201,1,6,0.57,168,f,t
1277943254779115217,"Northern Valley - Charming and Cozy, 2BR, 1 BA",Neighborhood highlights,40.09510995741891,-82.94315035,Entire home/apt,Entire townhouse,110,30,1,0.54,222,t,f
1280084366612259259,The Franklinton Farmhouse- 4 Bedrooms,Neighborhood highlights,39.9583467,-83.0254893,Entire home/apt,Entire home,173,1,15,1.4,365,f,t
1284279483432386615,The Cozy House Of Columbus,Neighborhood highlights,40.0774688,-83.0553087,Entire home/apt,Entire home,74,1,42,5.65,81,t,f
1285526733913271096,Spacious four-Level Duplex with 2 Queen- bedrooms,Neighborhood highlights,39.919246,-82.8137074,Entire home/apt,Entire guest suite,49,2,29,2.84,361,t,f
1290642494278998448,The Orchard Oasis,Neighborhood highlights,40.0334296,-83.018785,Entire home/apt,Entire home,182,1,10,0.98,352,f,f
1290844444686247182,"Prime Spot! Firepit, 3 Kings, OSU/Short North",Neighborhood highlights,39.9861779,-83.009805,Entire home/apt,Entire home,182,2,36,5.65,347,t,f
1293638777616046034,"Walk to Convention Center, Secured Apt in Columbus",Neighborhood highlights,39.97467752697899,-83.00346377,Entire home/apt,Entire loft,112,2,20,2.01,335,f,t
1294366892696725508,Modern Comfort & 2-Car Garage,Neighborhood highlights,39.9451637,-82.9838879,Entire home/apt,Entire home,125,30,14,2.63,147,t,f
1295117187171752517,The City Cabin - Unique and Historic!,Neighborhood highlights,40.0078098,-83.0082612,Entire home/apt,Entire bungalow,193,1,15,1.49,356,t,t
1302513431525401652,Spacious Retreat - 3 BR + Parking- German Village,Neighborhood highlights,39.9491886,-82.9843915,Entire home/apt,Entire rental unit,104,1,12,1.23,363,f,t
